statement,label,statement_id,source
Frederick G. Creed invented the teleprinter.,1,1259,inventions
Daisuke Inoue invented the karaoke machine.,1,1260,inventions
Percy Spencer invented the microwave oven.,1,1261,inventions
Ferdinand von Zeppelin invented the rigid airship (Zeppelin).,1,1262,inventions
Philo Taylor Farnsworth lived in U.S.,1,1263,inventions
Luther Simjian invented the Bankograph (early ATM).,1,1264,inventions
David Edward Hughes lived in U.S.,1,1265,inventions
Edwin Herbert Hall lived in U.S.,1,1266,inventions
William Congreve lived in U.K.,1,1267,inventions
Semyon Kirlian invented the Kirlian photography.,1,1268,inventions
Reginald Fessenden invented the amplitude modulation (AM) radio.,1,1269,inventions
Elisha Gray lived in U.S.,1,1270,inventions
George Washington Carver invented the agricultural innovations.,1,1271,inventions
Candace Pert lived in U.S.,1,1272,inventions
Carl Wilhelm Siemens lived in Germany.,1,1273,inventions
Auguste and Louis Lumière invented the cinematograph.,1,1274,inventions
Whitcomb Judson lived in U.S.,1,1275,inventions
Guglielmo Marconi lived in Italy.,1,1276,inventions
Herbert Saffir invented the Saffir-Simpson Hurricane Scale.,1,1277,inventions
Ferdinand Carré lived in France.,1,1278,inventions
Otis Boykin invented the improved electrical resistor.,1,1279,inventions
Robert Adler lived in Austria/U.S.,1,1280,inventions
Maria Telkes invented the solar thermal storage system.,1,1281,inventions
George de Mestral lived in Switzerland.,1,1282,inventions
Mary Phelps Jacob lived in U.S.,1,1283,inventions
James Watt lived in Scotland.,1,1284,inventions
Wallace Carothers lived in U.S.,1,1285,inventions
Ernesto Blanco invented the electric wheelchair.,1,1286,inventions
Igor Tamm invented the electron cooling.,1,1287,inventions
Christian Huygens lived in Netherlands.,1,1288,inventions
Charles Townes lived in U.S.,1,1289,inventions
Wilhelm Conrad Röntgen invented the X-rays discovery.,1,1290,inventions
Edwin H. Land lived in U.S.,1,1291,inventions
Alexander Graham Bell invented the telephone.,1,1292,inventions
Herbert Akroyd Stuart lived in England.,1,1293,inventions
Sir Sandford Fleming lived in Canada.,1,1294,inventions
Elisha Otis lived in U.S.,1,1295,inventions
Gideon Sundback invented the zipper.,1,1296,inventions
Charles Babbage lived in U.K.,1,1297,inventions
Sir Isaac Newton lived in U.K.,1,1298,inventions
Zhores Alferov lived in Russia.,1,1299,inventions
Lester Wire invented the electric traffic light.,1,1300,inventions
Giovanni Caselli lived in Italy.,1,1301,inventions
Pierre Curie lived in France.,1,1302,inventions
Hans Goldschmidt invented the thermite process.,1,1303,inventions
Albert Ghiorso invented the co-discovery of multiple elements.,1,1304,inventions
Charles Strite invented the pop-up toaster.,1,1305,inventions
William Kelly lived in U.S.,1,1306,inventions
Vint Cerf invented the internet protocol suite.,1,1307,inventions
Samuel Fox invented the steel ribbed umbrella.,1,1308,inventions
Willem Einthoven lived in Netherlands.,1,1309,inventions
Sergey Brin and Larry Page lived in U.S.,1,1310,inventions
Charles Babbage invented the analytical engine (mechanical computer).,1,1311,inventions
Rudolf Diesel lived in Germany.,1,1312,inventions
Maria Telkes lived in Hungary/U.S.,1,1313,inventions
Thomas Edison lived in U.S.,1,1314,inventions
Tim Berners-Lee invented the World Wide Web.,1,1315,inventions
Alan Turing lived in U.K.,1,1316,inventions
Orville and Wilbur Wright lived in U.S.,1,1317,inventions
Carl Wilhelm Siemens invented the Siemens regenerative furnace.,1,1318,inventions
Earle Dickson invented the Band-Aid.,1,1319,inventions
Charles Cros lived in France.,1,1320,inventions
Ami Argand lived in Switzerland.,1,1321,inventions
James Watt invented the steam engine improvements.,1,1322,inventions
John Kay invented the flying shuttle.,1,1323,inventions
Valdemar Poulsen invented the magnetic wire recorder.,1,1324,inventions
Ruth Benerito invented the wrinkle-resistant fabric.,1,1325,inventions
Édouard-Léon Scott de Martinville invented the Phonautograph.,1,1326,inventions
Benjamin Rubin lived in U.S.,1,1327,inventions
Gordon Gould lived in U.S.,1,1328,inventions
Joseph-Armand Bombardier invented the snowmobile.,1,1329,inventions
Walter Hunt lived in U.S.,1,1330,inventions
Nicolas Appert invented the canning process.,1,1331,inventions
Semyon Kirlian lived in Russia.,1,1332,inventions
Edwin H. Land invented the instant photography (Polaroid).,1,1333,inventions
Gottlieb Daimler invented the internal combustion engine.,1,1334,inventions
Jacob Perkins lived in U.S.,1,1335,inventions
Samuel Colt invented the revolver.,1,1336,inventions
Joseph-Armand Bombardier lived in Canada.,1,1337,inventions
R. Buckminster Fuller lived in U.S.,1,1338,inventions
Alessandro Volta invented the electric battery.,1,1339,inventions
Ada Lovelace invented the programming language (theoretical).,1,1340,inventions
Cai Lun invented the papermaking process.,1,1341,inventions
Jack Kilby invented the integrated circuit.,1,1342,inventions
Levi Strauss lived in U.S.,1,1343,inventions
Ferdinand Carré invented the refrigeration (absorption process).,1,1344,inventions
Yvonne Brill lived in Canada.,1,1345,inventions
Orville and Wilbur Wright invented the airplane.,1,1346,inventions
Ferdinand von Zeppelin lived in Germany.,1,1347,inventions
Alessandro Volta lived in Italy.,1,1348,inventions
James Hargreaves invented the spinning jenny.,1,1349,inventions
Ralph H. Baer invented the first home video game console.,1,1350,inventions
Nikolai Basov invented the molecular laser.,1,1351,inventions
Robert Moog lived in U.S.,1,1352,inventions
Gordon Gould invented the laser.,1,1353,inventions
Sergey Brin and Larry Page invented the Google search engine.,1,1354,inventions
Fritz Pfleumer invented the magnetic tape.,1,1355,inventions
George de Mestral invented the velcro.,1,1356,inventions
James Starley invented the bicycle improvements (tangential spokes.,1,1357,inventions
Charles Townes invented the maser.,1,1358,inventions
Joseph Engelberger invented the industrial robot.,1,1359,inventions
Charles Fritts invented the solar cell.,1,1360,inventions
John von Neumann lived in Hungary/U.S.,1,1361,inventions
John Gorrie lived in U.S.,1,1362,inventions
Evangelista Torricelli lived in Italy.,1,1363,inventions
David Schwarz lived in Croatia.,1,1364,inventions
Hans Geiger lived in Germany.,1,1365,inventions
Charles Macintosh lived in U.K.,1,1366,inventions
Hans Lippershey lived in Netherlands.,1,1367,inventions
John Bardeen lived in U.S.,1,1368,inventions
Charles Francis Jenkins invented the motion picture projector.,1,1369,inventions
Philo Farnsworth invented the electronic television.,1,1370,inventions
John Atanasoff lived in U.S.,1,1371,inventions
Robert Noyce lived in U.S.,1,1372,inventions
Joseph Marie Jacquard lived in France.,1,1373,inventions
Ruth Benerito lived in U.S.,1,1374,inventions
Lloyd Groff Copeman lived in U.S.,1,1375,inventions
Mary Anderson invented the windshield wiper.,1,1376,inventions
Frederick McKinley Jones invented the refrigeration unit for trucks.,1,1377,inventions
Nicolas Appert lived in France.,1,1378,inventions
John Wesley Hyatt lived in U.S.,1,1379,inventions
Philipp Reis invented the early telephone prototype.,1,1380,inventions
Alec Jeffreys invented the DNA fingerprinting.,1,1381,inventions
John Ericsson lived in Sweden.,1,1382,inventions
Hippolyte Mège-Mouriès lived in France.,1,1383,inventions
Ami Argand invented the Argand lamp.,1,1384,inventions
George Cayley invented the aerodynamics (theoretical).,1,1385,inventions
Reginald Fessenden lived in Canada/U.S.,1,1386,inventions
James Dyson invented the bagless vacuum cleaner.,1,1387,inventions
Josephine Cochrane lived in U.S.,1,1388,inventions
Joseph Marie Jacquard invented the Jacquard loom.,1,1389,inventions
Dr. Robert Gallo lived in U.S.,1,1390,inventions
Charles Francis Jenkins lived in U.S.,1,1391,inventions
Yoshiro Nakamatsu invented the floppy disk.,1,1392,inventions
Clyde Tombaugh invented the discovery of Pluto.,1,1393,inventions
Benjamin Rubin invented the vaccine jet injector.,1,1394,inventions
Sir Charles Parsons lived in U.K.,1,1395,inventions
